Order,Family,Genus and species,Genus,Species,Author,Status ,notes,Kauai,Oahu,Molokai,Lanai,Kahoolawe,Maui,HawaiiIsland
HYMENOPTERA,Ichneumonidae,Pristomerus spinator,Pristomerus,spinator,"(Fabricius, 1804)",pur,,Ka,Oa,,,,Ma,Ha
HYMENOPTERA,Ichneumonidae,Rhembobius abdominalis,Rhembobius,abdominalis,"(Provancher, 1874)",pur,,Ka,,,,,,
HYMENOPTERA,Ichneumonidae,Rubicundiella perturbatrix,Rubicundiella,perturbatrix,"Heinrich, 1962",adv?,,,,,,,Ma,Ha
HYMENOPTERA,Ichneumonidae,Spilichneumon superbus,Spilichneumon,superbus,"(Provancher, 1886)",pur,,,Oa,Mo,,,Ma,Ha
HYMENOPTERA,Ichneumonidae,Spolas citricincta,Spolas,citricincta,"(Ashmead, 1901)",end,,,,,,,,Ha
HYMENOPTERA,Ichneumonidae,Spolas delicata,Spolas,delicata,"(Ashmead, 1901)",end,,Ka,,,,,,Ha
HYMENOPTERA,Ichneumonidae,Spolas flavifrons,Spolas,flavifrons,"(Ashmead, 1901)",end,,,,Mo,Ln,,,Ha
HYMENOPTERA,Ichneumonidae,Spolas haleakalae,Spolas,haleakalae,"(Ashmead, 1901)",end,,,,Mo,,,Ma,
HYMENOPTERA,Ichneumonidae,Spolas hawaiiensis,Spolas,hawaiiensis,"(Ashmead, 1901)",end,,,,,,,,Ha
HYMENOPTERA,Ichneumonidae,Spolas molokaiensis,Spolas,molokaiensis,"(Ashmead, 1901)",end,,,,Mo,,,Ma,Ha
HYMENOPTERA,Ichneumonidae,Spolas satelles,Spolas,satelles,"(Perkins, 1910)",end,,,,,,,,Ha
HYMENOPTERA,Ichneumonidae,Spolas sociabilis,Spolas,sociabilis,"(Perkins, 1910)",end,,,,,,,,Ha
HYMENOPTERA,Ichneumonidae,Spolas solitaria,Spolas,solitaria,"(Perkins, 1910)",end,,,,,,,,Ha
HYMENOPTERA,Ichneumonidae,Spolas tarsata,Spolas,tarsata,"(Ashmead, 1901)",end,,,Oa,,,,,Ha
